Company name,Company Twitter,Nb. of Employees,What do they do (Verbatim - 10 words max.)   ,Link to website,HQ City,HQ Country,CEO name,CEO's Twitter,Link to jobpage,employees_amount_id
Superformula,thesuperformula,1-10,A modern digital product studio,https://superformula.com/,"Seattle, WA",USA,William Prater,,,1.0
Surevine,surevine,1-10,Secure Collaboration Solutions,https://www.surevine.com/jobs/,Guildford,UK,Stuart Murdoch,,https://www.surevine.com/jobs/,1.0
SurveyMonkey,surveymonkey,501-1000,Create professional surveys tailored to your needs,https://www.surveymonkey.com/mp/job-listings/,"San Mateo, CA",USA,Zander Lurie,zlurie,https://www.surveymonkey.com/mp/jobs/,5.0
Suse,suse,501-1000,Delivers smarter Linux and cloud innovation ,https://www.suse.com,Nürnberg,Germany,Nils Brauckmann,,,5.0
Swappa,swappa,11-50,Marketplace for used mobile devices.,https://swappa.com/,"Kansas City, Mo",USA,Ben Edwards,bennybeta,https://www.indeed.com/cmp/Swappa-LLC/jobs,2.0
Sweet Studio,sweet__studio,1-10,Venture studio in Stockholm backed by the founders of KING,https://www.sweet.studio/,Stockholm,Sweden,Anders Frostenson,frostenson?lang=en,,1.0
Sysdig Cloud,sysdig,51-200,"The first unified approach to container security, monitoring and forensics.",https://sysdig.com/jobs/,"San Francisco, CA",USA,Loris Degioanni,lorisdegio,https://sysdig.com/jobs/,3.0
Taiga.io,taigaio,11-50,Project Management + Task Based marketplace,https://taiga.io/,Madrid,Spain,Pablo Ruiz Múzquiz,diacritica,,2.0
TailorDev,_tailordev,1-10,We promote Open Science Data in research.,https://tailordev.fr/,Clermont Ferrand,France,Julien Maupetit,julienmaupetit,,1.0
TapHunter,taphunter,11-50,Technology partner for bars and restaurants,https://get.taphunter.com/,"San Diego, CA",USA,Melani Gordon,,,2.0
Task Analytics,taskanalytics,1-10,Business intelligence and CX tooling,https://taskanalytics.com/,Oslo,Norway,Raymond Julin,nervetattoo,https://angel.co/task-analytics,1.0
Taskfeed,taskfeedapp,1-10,Helps companies make their customers successful,https://www.taskfeedapp.com/,London,UK,Andrew Mahood,,,1.0
Tatchup,tatchup,1-10,Get briefed in 5 minutes,https://tatchup.com/,"New York, NY",USA,Brandon Wang,,,1.0
Taxjar,taxjar,11-50,"Making sales tax compliance simple for more than 10,000 online businesses & developers",https://TaxJar.com,"Boston, MA",USA,Mark Faggiano,taxjarmark,,2.0
TeachBoost,teachboost,11-50,TeachBoost is a feedback platform for K12.,https://teachboost.com,"New York, NY",USA,Jason Deroner,jderoner,https://teachboost.com/company/careers,2.0
Team App,teamapp,1-10,Smartphone app for sports team communication.,https://teamapp.com/,Melbourne,Australia,Phil Warren,philwarren10,https://www.teamapp.com/jobs,1.0
Teamed.io,teamed_io,1-10,We Are The Programming That Actually Works,https://www.teamed.io/,"Palo Alto, CA",USA,Noah Lieske ,nlieske,https://www.teamed.io/,1.0
Teamily,teamilyapp,1-10,Teamily helps teams work better.,https://www.teamily.com,Amsterdam,Netherlands,Raimo Van Der Klein,rhymo,https://angel.co/clock/jobs,1.0
TeamSnap,teamsnap,51-200,online sports team management software,https://www.teamsnap.com/about/careers,"Boulder, CO",USA,David Dupont ,mddupont,https://www.teamsnap.com/about/team-players/david-dupont,3.0
TechnologyAdvice,technology_adv,51-200,Connects buyers and sellers of technology,https://www.technologyadvice.com/,"Nashville, TN",USA,Michael O’Hara,michaeljohara,https://technologyadvice.com/careers/,3.0
TED,tedtalks,51-200,Nonprofit devoted to Ideas Worth Spreading,https://www.ted.com/,"New York, NY ",USA,Chris Anderson,tedchris,https://www.ted.com/about/our-organization/jobs-at-ted,3.0
TelemetryTV,telemetrytv,1-10,Advanced digital signage platform,https://www.telemetrytv.com/,Vancouver,Canada,Peter Fahlman,,,1.0
Teleport,teleportinc,1-10,helps knowledge workers find the best place to be.,https://teleport.org,"Palo Alto, CA",USA,Sten Tamkivi,seikatsu,https://teleport.org/jobs/,1.0
Teltech,teltech,11-50,Innovative communications apps since 2007.,https://teltech.co/,"South Amboy, NJ",USA,Eli Finkelman,,,2.0
TEN7,ten7,1-10,Creating and caring for Drupal-powered websites.,https://ten7.com/,"Minneapolis, MN",USA,Ivan Stegic,,,1.0
Tenable,tenablesecurity,51-200,Cyber Exposure Platform,https://careers.tenable.com/jobs/search,"Columbia, MD",USA,Amit Yoran,ayoran,https://www.tenable.com/about-tenable/leadership,3.0
TEONITE,teonite,11-50,"Corporate finance, billing systems, workflow, sales support, logistics and distribution.",https://teonite.com/,Szczecin,Poland,Robert Olejnik,robertolejnik,,2.0
Tesera,,11-50,We ignite change in the future we share.,https://tesera.com/team/,Calgary,Canada,Bruce Macarthur,,https://tesera.com/team/,2.0
Tessitura Network,tessnetwork,51-200,The community and learning website for the members of the Tessitura Network,https://www.tessituranetwork.com/,"Dallas, TX",USA,Jack Rubin,,https://www.tessituranetwork.com/en/Opportunities/Careers.aspx,3.0
TestDome,testdome,1-10,TestDome sells online recruitment tests.,https://www.testdome.com/,London,UK,Mario Zivic,mariozivic,https://angel.co/testdome/jobs,1.0
Testlio,testlio,11-50,A test case management service,https://testlio.com/,"San Francisco, CA",USA,Kristel Viidik,kristelviidik,https://testlio.com/jobs,2.0
The Adventure Junkies,the_advjunkies,1-10,Helping people have memorable experiences in the outdoors,https://www.theadventurejunkies.com/,,USA,Antonio Cala ,,,1.0
The Apache Software Foundation,theasf,1-10,Provide software for the public good.,https://www.apache.org/,"Forest Hill, Maryland,",USA,Brian Behlendorf,,,1.0
The Block,theblock__,1-10,Crypto Simplified,https://www.theblockcrypto.com/,"New York, NY",USA,Jake Mcgraw,,,1.0
The Cheat Sheet,cheatsheet,51-200,The largest & most comprehensive modern man’s premium lifestyle site.,https://www.cheatsheet.com/,"New York, NY",USA,Damien Hoffman,mindfire360,https://www.cheatsheet.com/jobs/,3.0
The Predictive Index,predictiveindex,1-10,"Better Work, Better World",https://www.predictiveindex.com/,"Westwood, MA",USA,Mike Zani,,,1.0
The Sensible Code C'y,sensiblecodeio,1-10,We make products that turn messy data into valuable information,https://sensiblecode.io/,Liverpool,UK,Aidan Mcguire,amcguire62,https://sensiblecode.io,1.0
The Taproom Agency,taproomagency,1-10,Help businesses realize their potential on Shopify.,https://thetaproom.com,"Atlanta, GA",USA,Kelly Vaughn,,,1.0
The Wirecutter,wirecutter,51-200,The Wirecutter is an online platform,https://thewirecutter.com/,CA,USA,Brian Lam,blam,https://thewirecutter.com/jobs/,3.0
Thinkbox.io,thinkboxmakes,1-10,Startup studio,https://www.thinkbox.io/,"Santa Monica, CA",USA,Mike Williams,yoroomie,https://angel.co/thinkbox-io/jobs,1.0
Third Iron,third_iron,11-50,Software for academic libraries & researchers,https://thirdiron.com/,,USA,Kendall Bartsch,,https://thirdiron.com/careers/,2.0
ThirdPath Institute,thirdpathinst,1-10,Destination for anyone looking for a third path to create time for work and for life,https://www.thirdpath.org,Pennsylvania PA,USA,Jessica Degroot,,,1.0
Thycotic,thycotic,11-50,Thycotic prevents cyber attacks,https://thycotic.com/,"Washington, DC",USA,James Legg ,,,2.0
tidelift,tidelift,1-10,A better way to create and use software,https://tidelift.com/,"Asheville, NC",USA,Havoc Pennington,havocp,https://tidelift.com/,1.0
Tigera,tigeraio,11-50,Zero Trust Network Security & Continuous Compliance for Kubernetes Platforms,https://www.tigera.io/,"San Francisco, CA",USA,Ratan Tipirneni,,,2.0
Time Doctor,manageyourtime,11-50,Time Tracking & Time Management Software ,https://www.timedoctor.com,Sydney,Australia,Robert Rawson,robertrawson,https://indeed.com,2.0
Timely,timelyapp,11-50,Effortless appointment scheduling,https://www.gettimely.com,-,New Zealand,Ryan Baker,ryanbakernz,https://www.gettimely.com/careers/,2.0
TNTP,tntp,201-500,We help school systems achieve their goals for students.,https://tntp.org/,"Brooklyn, NY ",USA,Daniel Weisberg,danweisbergtntp,https://tntp.org/join,4.0
Toggl,toggl,11-50,Online time tracking tool ,https://toggl.com/,Tallinn,Estonia,Alari Aho,ahoalari,https://jobs.toggl.com/,2.0
TopDevz,topdevz,1-10,zealous software engineering,https://www.topdevz.com/careers/,Toronto,Canada,Ashkan Rajaee,ashkanrajaee,https://www.topdevz.com/leadership/,1.0
Toptal,toptalllc,1001-5000,"Toptal enables start-ups, businesses, and organizations to hire freelancers ",https://www.toptal.com/,"San Francisco, CA",USA,Taso Du Val,,https://www.toptal.com/careers,6.0
Tortuga,tortugabackpack,1-10,Helps travelers avoid the cost & hassle of checking luggage with carry-on-sized travel backpacks.,https://www.tortugabackpacks.com/,,USA,Fred Perrotta,fredperrotta,https://www.tortugabackpacks.com/pages/team,1.0
Trackly,thetrackly,1-10,Help individuals and teams to be more productive.,https://trackly.com/,,Israel,Eliran Mukdasi,,,1.0
Tractionboard,tractionboard,1-10,Customer Acquisition Analytics for SaaS,https://tractionboard.com/,"Brooklyn, NY",USA,Bartolome R. Bordallo,brbordallo,,1.0
Traity,traity_,11-50,"Traity, the Reputation Standard.",https://traity.com,"Mountain View, CA",USA,Juan Cartagena,jc2go,,2.0
Transloadit,transloadit,1-10,A file uploading & encoding service for web and mobile,https://transloadit.com,Berlin,Germany,Tim Koschutzki,tim_kos,https://transloadit.com/jobs/,1.0
TraveDoc,travedoc,1-10,TraveDoc is the Uber for healthcare globally.,https://www.travedoc.com/en/,"Cambridge, MA",USA,Marcel Muenster,marcelmuenster,https://angel.co/travedoc/jobs ,1.0
Treehouse,treehouse,51-200,Treehouse is an online interactive education platform ,https://teamtreehouse.com/,"Orlando, FL",USA,Ryan Carson,ryancarson,https://teamtreehouse.com/jobs,3.0
Trello,trello,51-200,"Trello keeps track of everything, from the big picture to the minute details",https://trello.com/,"New York, NY",USA,Michael Pryor,michaelpryor,https://trello.com/jobs,3.0
Trice Imaging,trice_imaging,51-200,"The simplicity of medical imaging, everywhere.",https://triceimaging.com/,"San Diego, CA",USA,Åsa Nordgren,,,3.0
Triplebyte,triple_byte,1-10,Get offers from top tech companies,https://triplebyte.com/,"San Francisco, CA",USA,Harjeet Taggar,,,1.0
Triposo,triposo,11-50,The smart travel guide. ,https://www.triposo.com/,Berlin,Germany,Douwe Osinga,dosinga,https://www.triposo.com/about/hiring,2.0
Trivago,trivago,51-200,Search over 1.3 million hotels in over 190 countries to find the ideal hotel at the best price.,https://www.trivago.com,Düsseldorf,Germany,,,,3.0
Troop Themes,troopthemes,1-10,Contemporary Shopify themes for creative brands,https://troopthemes.com/,BC,Canada,Ronnie Fieg,,,1.0
Tutuka Software,,1-10,Make payments happen,https://www.tutuka.com/,Johannesburg,South Africa,Rowan Brewer,,,1.0
Twilio,twilio,201-500,Get Started Adding Communications to your Apps with APIs & SDKs,https://www.twilio.com/,"San Francisco, CA",USA,Jeff Lawson,jeffiel,https://www.twilio.com/company/jobs,4.0
Twin Technologies,twin_techs,201-500,Consulting Agency,https://twintechs.com/,"Albany, NY",USA,Ben Elmore,trappedintime,https://twintechs.com/careers/,4.0
TXODDS,txoddsofficial,1-10,Real time sporting odds aggregator,https://txodds.net/,St Peter Port ,Guernesey,,,,1.0
Tyk,tyk_io,1-10,Open Source API Management Platform,https://tyk.io/,London,UK,Martin Buhr,martinbuhr,https://tyk.io/careers/,1.0
,,,,,,,,,,
Uberspace,ubernauten,1-10,Dev-friendly shared hosting provider,https://uberspace.de/,Mainz,Germany,,,,1.0
Ultra Tendency,ultratendency,11-50,Software Development and Consulting,https://www.ultratendency.com/,Magdeburg,Germany,Robert Neumann,,,2.0
Unbounce,unbounce,51-200,"lets marketers build, publish and test landing pages without IT or software. ",https://unbounce.com/,"Vancouver, BC",Canada,Rick Perreault,rickperreault,https://careers.unbounce.com/,3.0
Unhaggled,unhaggle,11-50,Find the best new car price without all that annoying haggling,https://www.unhaggle.com/,"Toronto, ON",Canada,Andrew Tai,,,2.0
Uniregistry Corp.,uniregistry,11-50,We make getting online easy!,https://uniregistry.com/,"Newport Beach, CA",USA,Frank Schilling,,,2.0
Universal Avenue,universalavenue,11-50,Digitalize small and medium-sized businesses (SMBs),https://www.universalavenue.com/,Stockholm,Sweden,Johan Lilja,,,2.0
UniversalMind,universalmind,51-200,Specializes in creating digital experiences that simplify people's lives. ,https://www.universalmind.com,"Denver, CO",USA,Brett Cortese,,https://www.universalmind.com/careers/,3.0
Upwork,upwork,501-1000,The world's largest online workplace,https://www.upwork.com/,"Mountain View, Ca",USA,Stephane Kasriel,skasriel,https://www.upwork.com/about/careers/,5.0
UpWorthy,upworthy,51-200,"Awesome, fun, interesting videos and graphics about stuff that matters.",https://www.upworthy.com/,US,USA,Eli Pariser,elipariser,https://www.upworthy.com/jobs,3.0
Urbansitter,urbansitter,51-200,Reinventing the process of finding trusted childcare,https://www.urbansitter.com/careers,"San Francisco, CA",USA,Lynn Perkins,,https://www.urbansitter.com/careers,3.0
Urgently,geturgently,1-10,Roadside Assistance and Towing Services,https://urgent.ly/,US,USA,Chris Spanos,chrisspanos,https://hellohired.com/urgently,1.0
User Interviews,userinterviews,1-10,Help companies build amazing products.,https://www.userinterviews.com/,"Cambridge, MA",USA,Dennis Meng,,,1.0
Userbin,castle_io,1-10,"analyzes browsing habits, UI interaction, device characteristics, ",https://castle.io/,Stockholm,Sweden,Johan Brissmyr,brissmyr,https://angel list,1.0
UserTesting,usertesting,201-500,Get videos of real people speaking their thoughts as they use websites,https://www.usertesting.com,"Mountain View, CA",USA,Darrell Benatar,darrellbenatar,https://www.usertesting.com/about-us/jobs,4.0
Ustream,ustream,51-200,"HD streaming video to all devices, worldwide.",https://www.ustream.tv/,"San Francisco, CA",USA,Brad Hunstable,bhunstable,https://www.ustream.tv/our-company/career,3.0
Vaamo,teamvaamo,11-50,"Online investing, the easy way",https://www.vaamo.de,Frankfurt,Germany,Thomas Bloch,bankderzukunft,https://www.vaamo.de/jobs.html,2.0
Valutac,valutac,1-10,Enterprise Consultant,https://valutac.com/,Bekasi,Indonesia,Rizky Ariestiyansyah,ariestiyansyah,https://angel.co/valutac,1.0
Veelo,veeloinc,11-50,To empower people to perform at their best.,https://veeloinc.com/,"Portland, OR",USA,Chanin Ballance,,,2.0
"Velaro, Inc.",velaro_inc,11-50,SaaS for enterprise live chat for websites,https://www.velaro.com/,"Baltimore, MD",USA,Alex Bloom	,alexmbloom,https://www.velaro.com/careers/,2.0
"Venafi, Inc",venafi,51-200,Venafi is the Immune System for the Internet,https://www.venafi.com/,"Salt Lake City, UT",USA,Jeff Hudson,,https://jobs.jobvite.com/venafi/jobs,3.0
Veritas Genetics,veritasgenetics,11-50,Open source tools for genomic data processing,https://veritasgenetics.com,"Boston, MA",USA,Mirza Cifric,,https://curoverse.jazz.co/,2.0
VerticalOps,,1-10,Allow businesses to be more profitable.,https://www.verticalops.com/,St. Thomas,Vigrin Islands,David Lee,,,1.0
Vervoe,vervoehq,1-10,Vervoe is your online #hiring assistant.,https://www.vervoe.com/,Melbourne,Australia,Omer Molad,omermolad,https://www.vervoe.com/story,1.0
Vidian,vidianmedia,1-10,Turning existing content into videos.,https://vidianmedia.com/,Madrid,Spain,Cristian Gonzalez Guasch,cristianguasch,,1.0
vidIQ,vidiq,11-50,YouTube Creators Get More Views and Save Time.,https://vidiq.com/,"San Francisco, CA",USA,Rob Sandie,sandieman,,2.0
Vinted,vinted,51-200,"Vinted is a peer-to-peer marketplace to sell, buy and swap clothes.",https://www.vinted.com,Vilnlus,Lithuania,Justas Janauskas,jjanauskas,https://www.vinted.com/jobs,3.0
VIPKid,thevipkidlife,501-1000,Inspire and empower every child for the future,https://www.vipkid.com/,Beijing,China,Cindy Mi,,,5.0
Virtual Law Partners,vlpllp,11-50,"The law firm with the right model, and lawyers with the right skills, to help your busines",https://www.vlplawgroup.com/,"Palo Alto, CA",USA,Cathryn Chinn,,https://www.vlplawgroup.com/JoinUs.aspx,2.0
VirtualPBX,virtualpbx,51-200,Cloud-based business phone systems for the modern office,https://virtualpbx.com/,"San Jose, Ca",USA,Paul Hammond,,,3.0
Voice123,@voice123,11-50,The world’s first and largest marketplace for professional voice actors.,https://voice123.com/,"San Francisco, CA",USA,Alexander Torrenegra,,,2.0
Voxnest / Spreaker,voxnest,"10,001+",Professional Podcasting Solutions,https://www.voxnest.com/,"New York, NY",USA,Francesco Baschieri,,,8.0
Waldo Photos,waldophotos,11-50,Revolutionizing photo discovery and delivery,https://waldo.photos/,"Austin, TX",USA,Rodney Rice,,https://waldo.photos/,2.0
Water Lily Pond,water_lily_pond,1-10,Water Lily Pond is a global brand communications agency partner,https://waterlilypond.co.uk/,London,UK,Mate Kovacs,wlp_mate,https://waterlilypond.co.uk/index.html#section-7,1.0
Watsi,watsi,11-50,Watsi allows anyone to directly fund life-changing healthcare for people around the world.,https://watsi.org,"San Francisco, CA",USA,Grace Garey,gracegarey,https://angel.co/watsi/jobs,2.0
Wave,sendwaveapp,11-50,To make sending money anywhere in the world as affordable and easy as sending a text.,https://www.wave.com/,London,UK,,,,2.0
Waybetter,,11-50,Bet on yourself!,https://www.waybetter.com/about,"New York, NY",USA,Jamie Rosen,,https://www.waybetter.com/careers,2.0
Waygo,waygoapp,1-10,Visual OCR & Translation for Mobile,https://waygoapp.com,"San Francisco, CA",USA,Ryan Rogowski,ryan_rogowski,https://waygoapp.com/careers/,1.0
We Are Mammoth,wammoth,1-10,Turning transformative ideas into high-impact digital companies.,https://wearemammoth.com/,"Chicago, IL",USA,Lisa Divirgili,lisadivirgilio,,1.0
We Are Sweet,,1-10,"Multimedia design, development and consultancy. A perfect blend of creative and technical.",https://www.wearesweet.co.uk/,London ,UK,,,,1.0
WEARTH,wearthlondon,1-10,Social responsibility firm specializing in providing a variety of farm-direct ecosystem services.,https://www.wearthlondon.com,London ,UK,Edward Davies,,,1.0
WeaveUp,weaveup,1-10,Creating custom print fabric is easier than ever!,https://weaveup.com/,,USA,Flint Davis,,https://angel.co/weaveup,1.0
Web4Realty,web4realty/,11-50,"Help real estate professionals attract leads, build relationships, and close more deals.",https://web4realty.com/,Toronto,Canada,Kosta Panagoulias,,,2.0
Webikon,webikon,1-10,We create modern web solutions based on WordPress,https://webikon.sk/,,Slovakia,Peter Nemčok,peternemcok,,1.0
WebPunch,webpunch12,11-50,online reputation management software,https://webpunch12.com/,"Denver, Colorado",USA,Matt Jones,,https://webpunch12.com/,2.0
WebRTC Ventures,webrtcventures,51-200,We bring people together by closing geographical gaps using real time communication.,https://webrtc.ventures/our-team/,"San Francisco, CA",USA,Arin Sime,arinsime,https://webrtc.ventures/our-team/,3.0
"WebSharks, Inc.",websharks,1-10,Make a living building open-source software.,https://www.websharks-inc.com/,Alaska,USA,Jason Caldwell ,jaswsinc,,1.0
When I Work,wheniwork,51-200,Simple employee scheduling software and online time clock,https://wheniwork.com/,"St Paul, MN",USA,Chad Halvorson,chadworks,https://careers.wheniwork.com/,3.0
Whitebox,whiteboxde,1-10,Online trust administration,https://www.whitebox.eu,Weil am Rhein,Germany,Salome Preiswerk,salomepreiswerk,https://www.whitebox.eu/who-we-are#career,1.0
Whitesmith,whitesmithco,11-50,We create digital products,https://www.whitesmith.co/,London,UK,Rafael Jegundo,rjegundo,,2.0
Whitespectre,whitespectrehq,11-50,Specialized in Ruby on Rails and Mobile Applications.,https://www.whitespectre.com/careers,Andorra la Vella,Andorra,Nick Tudor,,https://www.whitespectre.com,2.0
Wikimedia,wikimedia,201-500,wikipedia :doge:,https://www.wikimedia.org/,"San Francisco, CA",USA,Lila Tretikov,lilatretikov,https://wikimediafoundation.org/wiki/Work_with_us,4.0
Wild Audience,wildaudience,1-10,Respect-Based Marketing,https://wildaudience.com/,Barcelona,Spain,,,,1.0
Wildbit,wildbit,11-50,We make tools that help devs ship great code.,https://wildbit.com/,"Philadelphia, PA",USA,Chris Nagele,cnagele,https://wildbit.com/jobs,2.0
WizeHire,wizehire,1-10,Recruiting software for real estate jobs,https://wizehire.com/,,,,,https://wizehire.com/jobs,1.0
Wordfence,wordfence,11-50,We are a small team that is passionate about software engineering,https://www.wordfence.com/,"Seattle, WA",USA,Mark Maunder,mmaunder,https://www.wordfence.com/careers/,2.0
X-Team,xteam,51-200,Hire developers trusted by the world's most loved brands.,https://x-team.com/,"San Francisco, CA",USA,Ryan Chartrand,glassesgeek,https://x-team.com/join/,3.0
Xapo,xapo,51-200,Bringing Bitcoin to everyday life,https://www.xapo.com/careers/,"Palo Alto, CA",USA,Wences Casares,wences,https://www.xapo.com/,3.0
Xometry,xometry,51-200,Technology-enabled marketplace to connect companies with optimal solutions.,https://www.xometry.com/,Durham,USA,Randy Altschuler,,,3.0
Yammer,yammer,201-500,Enterprise social network for businesses to get work done smarter and faster.,https://www.yammer.com,"San Francisco, CA",USA,David O. Sacks,davidsacks,https://careers.microsoft.com/yammer,4.0
Yoko Co,yokoconsulting,11-50,Works with organizations which have a passion or purpose,https://www.yokoco.com/careers/,"McLean, VA",USA,Chris Yoko,,https://www.yokoco.com/,2.0
YouNeedABudget,ynab,11-50,Personal home budget software,https://www.youneedabudget.com,"Lehi, UT",USA,Jesse Mecham,jessemecham,,2.0
YourSports,yoursports,11-50,Your personalized and very social sports-section.,https://www.yoursports.com/,"San Mateo, CA",USA,Chris Mccoy,chrisamccoy,https://www.yoursports.com/jobs,2.0
Zapier,zapier,51-200,"Connect the apps you use, automate tasks, get more out of your data.",https://zapier.com/,,USA,Wade Foster,wadefoster,https://zapier.com/jobs/,3.0
Zemanta,zemanta,11-50,"Content Ads, Amplified & Optimized",https://www.zemanta.com/,Ljubljana,Slovenia,Todd Sawicki,sawickipedia,https://zemanta.workable.com/,2.0
ZenCash,invoicecare,11-50,WE GET YOUR A/R IN ORDER AND KEEP IT THAT WAY,https://www.invoicecare.com/,"Dallas, TX",USA,Brandon Cotter,txbc,,2.0
ZeroTurnaround,zeroturnaround,51-200,"Creator of JRebel & XRebel, is committed to making Java ",https://zeroturnaround.com/,Tartu,Estonia,Jevgeni Kabanov,ekabanov,https://zeroturnaround.com/company/careers/,3.0
Zerply,zerply,1-10,"WORLD'S TOP PRODUCTION TALENT IN FILM, GAMES & VR ",https://zerply.com/,"San Francisco, CA",USA,Christofer Karltorp,ckarltorp,https://zerply.com/jobs,1.0
Zest,zestme_up,11-50,Real-time management solution to engage employees ,https://zestmeup.com,Paris,France,Christophe Bergeon,cbergeon,,2.0
Ziffity Solutions,ziffity,11-50," New Age Digital Agency focused on Technology, Design and e-Marketing services.",https://www.ziffity.com/,"Plano, TX",USA,Vinod Kankaria,,,2.0
Zinc,,1-10,Helping small sellers succeed in an Amazon-dominated world,https://zinc.io/,"San Francisco, CA",USA,Max Kolysh,,,1.0
ZOLL Medical,medicalzoll,51-200,Improve resuscitation outcomes,https://www.zoll.com/,"Chelmsford, MA",USA,Richard A. Packer,,,3.0
