Company name,Company Twitter,Nb. of Employees,What do they do (Verbatim - 10 words max.)   ,Link to website,HQ City,HQ Country,CEO name,CEO's Twitter,Link to jobpage,employees_amount_id
Harris,harris_computer,51-200,"Software solutions that offer choice, expertise and relationship",https://www.harriscomputer.com/,"Ottawa, OT",Canada,Jeff Bender,,,3.0
Harvest,harvest,11-50,"Simple time tracking, fast online invoicing, and powerful reporting software.",https://www.getharvest.com/,"New York, NY",USA,Danny Wen,dannywen,https://www.getharvest.com/careers,2.0
hashi Corp,hashicorp,51-200,Cloud Infrastructure Automation,https://www.hashicorp.com/,"San Francisco, CA",USA,Dave Mcjannet,davidmcj,https://www.hashicorp.com/,3.0
Hasura,hasurahq,1-10,PaaS/BaaS solution to reuse & deploy code.,https://t.co/fSjMrZmMF4,Bangalore,India,Rajoshi Ghosh,rajoshighosh,https://hasura.io/Careers,1.0
Hatimeria,hatimeria,1-10,We enable e-commerce businesses to grow while developing tomorrow’s leading e-commerce solutions today.,https://www.hatimeria.com/,Krakow,Poland,Bartosz Zakręta,,,1.0
Haystack,haystackim,1-10,Search engine for stock photography,https://www.haystack.im/,"New York, NY",USA,Andrew Rowat,andrewrowat,https://angel.co/haystack-im/jobs,1.0
Hazelcast,hazelcast,11-50,Open source In-Memory Data Grid,https://hazelcast.com/company/careers/,"Palo Alto, CA",USA,Greg Luck,gregrluck,https://hazelcast.com/,2.0
HE:labs,helabs,51-200,Turn your ideas into great products,https://helabs.com/,Rio de Janeiro,Brazil,Rafael Miranda,rafaelmbr,https://helabs.recruiterbox.com/,3.0
Health Leads’,healthleadsnatl,11-50,Redefine healthcare to include patients’ basic resource needs,https://healthleadsusa.org/about-us/vision/,,USA,Alexandra Quinn,,https://healthleadsusa.org/about-us/careers/open-positions/,2.0
Healthfinch,healthfinch,11-50,"We build care redesign apps that alleviate burdensome tasks,",https://www.healthfinch.com,"Madison, WI",USA,Jonathan Baran,jonathanbaran,https://www.healthfinch.com/careers/,2.0
Heap,heap,11-50,analyze data instantly and retroactively. No shipping code. ,https://heapanalytics.com/,"San Francisco, CA",USA,Matin Movassate,matinm1,https://heapanalytics.com/jobs,2.0
Heetch,heetch,51-200,Ride service oriented toward nightlife,https://www.heetch.com/,Paris,France,Teddy Pellerin,teddypellerin,https://jobs.heetch.com/,3.0
HelloMD,mfhadfield,11-50,Largest cannabis health and wellness community.,https://www.hellomd.com/,"San Francisco, CA",USA,Mark Hadfield,,,2.0
Help Scout,helpscout,11-50, A help desk for teams that insist on a delightful customer experience,https://www.helpscout.net,"Boston, MA",USA,Nick Francis,nickfrancis,https://www.helpscout.net/careers/,2.0
HelpDocs,helpdocs,1-10,Build and provide knowledge base software to enterprise companies,https://helpdocs.io,,UK,Jake Peters,jakeapeters,,1.0
"Helpjuice, Inc.",helpjuice,1-10,Enterprise Knowledge Management SaaS co.,https://helpjuice.com/,Miami - Sarajevo,Serbia,Emil Hajric,emilhajric,,1.0
Heroku,heroku,201-500,PaaS that enables developers to build and run applications entirely in the cloud,https://www.heroku.com/,"San Francisco, CA",USA,Tod Nielsen,,https://www.heroku.com/careers,4.0
Herox,iamherox,11-50,HeroX is a two-sided crowdsourcing marketplace ,https://herox.com,,,,,,2.0
Hexbridge,hexbridge,1-10,Development Agency for Startups,https://hexbridge.com/,,,Andrei Canta,deiucanta,,1.0
HeyTaco!,heytacoapp,1-10,Help people create more vibrant and positive communities.,https://www.heytaco.chat/,MD,USA,Doug Dosberg,dosberg,,1.0
Hippo Education,hippoeducation,11-50,A new-school web based medical education company ,https://www.hippoed.com,,USA,Aaron Bright,aaronbrightmd,https://www.careers.hippoed.com/,2.0
Hireology,hireology,51-200,Hireology is the leading hiring platform in the franchise and retail automotive industries.,https://www.hireology.com/,"Chicago, IL",USA,Adam Robinson,adrobins,https://www.hireology.com/careers,3.0
HiringThing,hiringthing,1-10,Applicant tracking software,https://www.hiringthing.com/,"Bethlehem, PA ",USA,Joshua Siler,joshuasiler,https://careers.hiringthing.com/,1.0
Hirsh Marketing,https://www.hirshmarketing.com/careers/,1-10,Digital marketing strategy for influencers,https://www.hirshmarketing.com,"Austin, TX",USA,Emily Hirsh,,,1.0
Hitlist,hitlist_app,1-10,Let us know what you're interested in & we'll bring the best options to you,https://www.hitlistapp.com,"New York, NY",USA,Gillian Morris,gillianim,https://angel.co/hitlist-1/jobs,1.0
HoloMeeting,,1-10,Revolutionising Remote Collaboration,https://www.holomeeting.io/,London,UK,,,,1.0
Holstee,holstee,1-10,Mindful Art Subscription.,https://www.holstee.com/,"New York, NY",USA,David Radparvar,daverad,https://www.holstee.com/pages/jobs,1.0
Honeybadger,honeybadgerapp,1-10,"Diagnose and fix application errors, faster.",https://www.honeybadger.io/,,USA,Starr Horne,starrhorne,https://angel list,1.0
Hopper,hopper,201-500,Revolutionizing how millions of people book their travel,https://www.hopper.com/,"Boston, MA",USA,Frederic Lalonde,,,4.0
Host Compliance,hostcompliance,11-50,Software that makes the sharing economy work for everyone,https://hostcompliance.com/,"San Francisco, CA",USA,Ulrik Binzer,,,2.0
Hotjar,hotjar,11-50,See how visitors are really using your website,https://www.hotjar.com/,Valletta,Malta,Dr David Darmanin,daviddarmanin,,2.0
Hubstaff,hubstaff,1-10,time tracking software with screenshots and activity levels.,https://hubstaff.com/?ab=mv,"Fishers, IN",USA,Dave Nevogt,dnevogt,https://hubstaff.com/jobs,1.0
Hudl,hudl,201-500,Tools for coaches and athletes to review game footage to improve team play,https://hudl.com,"Lincoln, NE",USA,David Graff,dghudl,https://public.hudl.com/jobs/,4.0
Hugging Face,huggingface_ph,1-10,AI friend ,https://huggingface.co/,"New York, NY",USA,Clement Delangue,clementdelangue,,1.0
Hugo,hugo_events,1-10,Hugo is to events what Tripadvisor is to hotels.,https://www.hugo.events/en,Amsterdam,Netherlands,Guy Kessels,,https://www.hugo.events/en/careers,1.0
Human,human,1-10,Human is a free all-day activity tracker,https://human.co/,"San Francisco, CA",USA,Paul Veugen,pveugen,https://angel list,1.0
Human Made,humanmadeltd,1-10,WordPress Development,https://hmn.md/,UK,UK,Tom Willmot,tomwillmot,https://hmn.md/is/hiring/,1.0
Iambnb,official_iambnb,11-50,Enabling homeowners to earn additional income,https://www.iambnb.nl/,Amsterdam,Netherlands,Antoine Dumas-Martin,donidude,https://iambnb.recruiterbox.com/,2.0
Ibotta,ibottaapp,11-50,"Save consumers time and money, by creating a single starting point for all rewarded shopping.",https://ibotta.com/,"Denver, CO",USA,,,,2.0
ICUC,icuc,501-1000,Social media management services company ,https://www.icuc.social/,"Winnipeg, Manitoba ",Canada,Keith Bilous,keithbilous,https://icuc.social/careers-icuc,5.0
Idego Group,,11-50,Premium Software House,https://idego-group.com/,Berlin,Germany,Krzysztof Gibas,,,2.0
iDoneThis,idonethis,1-10,Provides the strongest insights of what you and your team have done for the day or week.,https://home.idonethis.com,"Las Vegas, NV",USA,Walter Chen,smalter,https://remoteok.io/remote-startups/idonethis,1.0
Igalia,igalia,11-50,Open source consultancy specialized in the development of innovative projects ,https://www.igalia.com/,"Coruña, Galicia ",Spain,,,,2.0
iMedicare,imedicare,11-50,"We service thousands of pharmacies across the US,",https://imedicare.com,"New York, NY",USA,Flaviu Simihaian,flaviusim,https://imedicare.com/jobs/,2.0
Import2,importto,1-10,"Simple, easy-to-use data import tool ",https://www.import2.com,"Sunnyvale, CA",USA,Mark Kofman,markkofman,https://angel list,1.0
Incsub,incsub,11-50,We are behind WordPress projects WPMU DEV and Edublogs,https://incsub.com/,"Albert Park, Victoria",USA,James Farmer,jamesfarmer,https://incsub.com/careers/,2.0
Indie Localizers,indielocalizers,11-50,"We are hiring: SEOs, devs, testers",https://indielocalization.com,"Jersey City, NJ",USA,Artem Nedrya,t9n_design,,2.0
InFlight,,11-50,Modernize your existing systems,https://www.inflightintegration.com,"Easthampton, MA",USA,Ian Mcdonald,,,2.0
Influx,influxdotcom,51-200,Outsourced customer support.,https://influx.com/,Melbourne,Australia,Leni Mayo,lenidot,https://influx.com/careers,3.0
InfluxData,influxdb,11-50,"Data platform for sensors, machines and IoT.",https://www.influxdata.com/,"San Francisco, CA",USA,Evan Kaplan,evankaplan,https://www.influxdata.com/careers/,2.0
INN Labs,innnerds,1-10,Institute for Nonprofit News,https://labs.inn.org/nerds/,"Denver, CO",USA,Kay Lima,kayleen_lima,,1.0
Innolitics,innolitics,11-50,Medical imaging,https://innolitics.com/,"New York, NY",USA,John Giese,,,2.0
Inpsyde GmbH,inpsyde_gmbh,11-50,Enterprise solutions with the world's most popular open-source CMS,https://inpsyde.com/en/,Gladbach ,USA,Olaf A. Schmitz / Co Founder,bueltge,https://email inquiry on their main page,2.0
Input,input,1-10,One place for your most important work,https://www.input.com/,"San Francisco, CA",USA,Garrett Camp,,,1.0
Inspired HR,inspiredhrltd,1-10,"Greatest impact on workplace productivity, employee engagement & risk mitigation",https://inspiredhr.ca/,,USA,Debby Carreau ,debbycarreau,https://inspiredhr.mytribehr.com/careers,1.0
Instinct Science,,1-10,Helps veterinary hospitals ,https://www.instinct.vet/,"Philadelphia, PA",USA,Caleb Frankel,,,1.0
Instructure,instructure,501-1000,Makes software that makes people smarter.,https://www.instructure.com/,"Salt Lake City, UT",USA,Josh Coates,,https://www.instructure.com/careers/,5.0
Intellum,intellum,11-50,"Intellum provides web based learning management system software, custom courseware",https://www.intellum.com/,"Atlanta, GA",USA,Chip Ramsey,,https://intellum-inc.workable.com/,2.0
Interactive Intelligence,in_intelligence,501-1000,Interactive Intelligence provides software and cloud services for customer engagement,https://www.inin.com/,"Indianapolis, IN",USA,Donald E Brown,donbrownindy,https://www.inin.com/careers,5.0
Intercom,intercom,201-500,"Intercom is a fundamentally new way for internet businesses to communicate with customers,",https://www.intercom.com/,"San Francisco, CA ",USA,Eoghan Mccabe,eoghanmccabe,https://www.intercom.com/careers,4.0
Interfolio,interfolio,11-50,The first ever faculty information system.,https://www.interfolio.com/,"Washington, DC",USA,Andrew Rosen,,,2.0
Intridea/Mobomo,mobomoapps,11-50,"Strategists, designers, developers & creators: this is who we are. ",https://www.intridea.com/,"Washington, DC",USA,Marc Garrett,since1968,https://jobs.intridea.com/,2.0
INTUO,intuotalent,11-50,Talent Management System,https://www.intuo.io/,Ghent,Belgium,Tim Clauwaert,clauwaerttim,https://angel.co/intuo/jobs,2.0
InukaInuka,inuka_io,1-10,Wellbeing support from a personal coach,https://www.inuka.io/,Nairobi,Kenya,,,,1.0
InVision,invisionapp,201-500,The Digital Product Design platform powering the world’s best user experiences,https://invisionapp.com/,"New York, NY",USA,Clark Valberg,clarkvalberg,https://www.invisionapp.com/company#jobs,4.0
IOpipe,iopipes,1-10,Serverless tech for building and deploying ap,https://www.iopipe.com/,,,Adam Johnson,,https://angel.co/iopipe/jobs,1.0
Iridium Technology,iridiumtek,51-200,Business intelligence and dashboard solutions to leading law firms,https://www.iridium-technology.com/,"Reno, NV",USA,Tom Jones,,,3.0
IVPN,ivpnnet,1-10,Take control of who has access to your private data,https://www.ivpn.net/,Gibraltar,Gibraltar,,,,1.0
iwantmyname,iwantmyname,11-50,Pure domain management service offering domain registration and DNS hosting. ,https://iwantmyname.com/,Wellington,New Zealand,,,https://iwantmyname.com/jobs,2.0
Jackson River,jacksonriver,11-50,A Next Generation Digital Engagement Platform -  Springboard - Fundraising. ,https://jacksonriver.com,,USA,Alice Hendricks,,https://jacksonriver.com/about/jobs,2.0
Jatheon,jatheon,1-10,Communication data archiving and social media monitoring solutions,https://jatheon.com,Toronto,Canada,Marko Dinic,mdinic,,1.0
JBS Customer Software,,1-10,Project-Based Custom Applications and Software Solutions ,https://www.jbssolutions.com/,"Chadds Ford, PA",USA,,,,1.0
Jim's Mowing,jimsmowing_uk,51-200,We mow the lawns of Australia,https://www.jimsmowing.co.uk/,Melbourne ,Australia,Jim Penman,,https://www.indeed.com/cmp/Jims-Mowing,3.0
Jitbit,jitbit,1-10,Helpdesk software,https://www.jitbit.com/,Edinburgh,Scotland,Alex Jumašev,jitbit,,1.0
Jolly Good Code,jollygoodcode,1-10,Ruby on Rails,https://www.jollygoodcode.com/,Singapore,Singapore,Winston Teo Yong Wei,winstonyw,https://glints.sg/companies/9900,1.0
Kadenze,kadenzeofficial,1-10,Make digital learning better for the whole world.,https://www.kadenze.com/,"Los Angeles, CA",USA,Ajay Kapur ,ajay__kapur,,1.0
